90,1487925.869,6391944.472,-10.114,-41.553,1487937.817,6391947.911,376.906,42.735
91,1487915.518,6391902.994,-10.585,-41.390,1487927.316,6391906.388,379.954,42.716
92,1487904.693,6391861.691,-11.063,-41.203,1487916.388,6391865.124,380.015,42.660
93,1487893.394,6391820.602,-11.534,-40.963,1487904.922,6391824.059,379.586,42.559
94,1487881.634,6391779.810,-11.985,-40.609,1487892.677,6391783.339,381.513,42.358
95,1487869.452,6391739.493,-12.375,-40.011,1487879.858,6391742.992,380.356,41.864
96,1487856.864,6391699.733,-12.800,-39.496,1487866.592,6391703.134,380.666,41.519
97,1487843.859,6391660.529,-13.208,-38.900,1487852.936,6391664.019,380.296,41.063
98,1487830.423,6391621.876,-13.661,-38.392,1487838.984,6391625.452,380.690,40.729
99,1487816.504,6391583.674,-14.174,-37.999,1487824.754,6391587.370,381.565,40.544
100,1487802.057,6391545.846,-14.719,-37.644,1487810.301,6391549.577,381.243,40.422
101,1487787.077,6391508.428,-15.239,-37.180,1487795.403,6391512.071,381.439,40.137
102,1487771.500,6391471.307,-15.913,-37.049,1487779.929,6391474.908,380.478,40.307
103,1487755.240,6391434.297,-16.591,-36.953,1487763.974,6391437.859,381.392,40.481
104,1487738.297,6391397.321,-17.281,-36.979,1487747.517,6391400.841,382.051,40.800
105,1487720.670,6391360.294,-17.956,-37.058,1487730.392,6391363.793,382.094,41.176
106,1487702.412,6391323.231,-18.546,-37.049,1487712.489,6391326.717,382.121,41.418
107,1487683.581,6391286.172,-19.100,-37.051,1487693.861,6391289.641,382.337,41.688
108,1487664.255,6391249.185,-19.536,-36.905,1487674.640,6391252.651,382.127,41.738
109,1487644.498,6391212.317,-19.961,-36.813,1487655.085,6391215.748,382.939,41.833
110,1487624.262,6391175.404,-20.495,-36.994,1487635.103,6391178.903,383.201,42.291
111,1487603.543,6391138.361,-20.925,-37.075,1487614.509,6391142.057,382.061,42.593
112,1487582.499,6391101.380,-21.146,-36.868,1487593.247,6391105.269,383.026,42.460
