123,1487323.011,6390699.804,-24.020,-36.542,1487336.173,6390702.759,385.432,-23.992,-36.525
124,1487298.934,6390663.311,-24.137,-36.421,1487312.073,6390666.173,384.579,-24.158,-36.394
125,1487274.831,6390626.876,-24.071,-36.425,1487288.009,6390629.702,384.667,-24.074,-36.404
126,1487250.799,6390590.406,-23.997,-36.492,1487264.000,6390593.317,384.415,-24.009,-36.521
127,1487226.891,6390554.083,-23.822,-36.130,1487240.086,6390556.933,386.395,-23.828,-36.061
128,1487203.175,6390517.854,-23.613,-36.305,1487216.356,6390520.635,386.250,-23.607,-36.322
129,1487179.626,6390481.605,-23.489,-36.168,1487192.738,6390484.452,386.078,-23.448,-36.132
130,1487155.989,6390445.387,-23.787,-36.245,1487169.212,6390448.269,386.679,-23.798,-36.231
131,1487132.097,6390409.094,-24.000,-36.317,1487145.612,6390411.999,386.921,-24.011,-36.312
132,1487108.034,6390372.777,-24.129,-36.293,1487121.772,6390375.730,386.647,-24.155,-36.271
133,1487083.958,6390336.443,-24.027,-36.350,1487097.764,6390339.404,385.547,-24.017,-36.367
134,1487059.927,6390300.209,-24.039,-36.095,1487073.700,6390303.079,387.484,-24.057,-36.046
135,1487035.965,6390264.053,-23.889,-36.193,1487049.692,6390266.838,387.434,-23.889,-36.193
136,1487012.146,6390227.874,-23.753,-36.140,1487025.851,6390230.628,386.645,-23.746,-36.123
137,1486988.413,6390191.735,-23.714,-36.115,1487002.084,6390194.417,386.939,-23.702,-36.062
138,1486964.649,6390155.424,-23.818,-36.482,1486978.318,6390158.177,386.679,-23.840,-36.492
139,1486940.879,6390118.867,-23.726,-36.609,1486954.570,6390121.767,387.370,-23.693,-36.616
140,1486917.021,6390082.285,-23.992,-36.530,1486930.821,6390085.154,388.041,-24.018,-36.502
141,1486893.018,6390045.714,-24.019,-36.589,1486906.795,6390048.600,387.531,-24.044,-36.634
142,1486869.105,6390009.380,-23.811,-36.054,1486882.750,6390012.075,387.536,-23.836,-36.023
143,1486845.515,6389973.501,-23.372,-35.681,1486859.020,6389975.894,388.221,-23.354,-35.682
144,1486822.262,6389938.073,-23.137,-35.152,1486835.569,6389940.171,388.198,-23.132,-35.100
145,1486799.208,6389902.982,-22.974,-35.006,1486812.377,6389904.908,388.107,-22.999,-35.008
146,1486776.432,6389868.119,-22.583,-34.697,1486789.409,6389869.932,389.029,-22.561,-34.706
147,1486753.929,6389833.680,-22.426,-34.157,1486766.718,6389835.327,388.990,-22.443,-34.141
148,1486731.654,6389799.774,-22.126,-33.632,1486744.343,6389801.096,388.626,-22.133,-33.596
149,1486709.706,6389766.286,-21.775,-33.320,1486722.246,6389767.352,389.384,-21.777,-33.315
150,1486688.109,6389733.155,-21.422,-32.917,1486700.483,6389734.011,388.941,-21.401,-32.930
151,1486666.750,6389700.564,-21.299,-32.243,1486679.016,6389701.100,389.753,-21.306,-32.213
152,1486645.536,6389668.566,-21.131,-31.729,1486657.866,6389668.761,389.871,-21.138,-31.667
153,1486624.514,6389636.847,-20.915,-31.686,1486636.845,6389636.939,389.435,-20.903,-31.648
154,1486603.637,6389605.050,-20.842,-31.884,1486615.880,6389605.317,390.449,-20.836,-31.896
155,1486582.791,6389573.188,-20.852,-31.818,1486594.952,6389573.610,389.841,-20.857,-31.784
156,1486561.946,6389541.294,-20.839,-31.947,1486574.061,6389541.789,389.169,-20.836,-31.935
157,1486541.088,6389509.277,-20.879,-32.063,1486553.208,6389509.824,389.876,-20.856,-32.032
158,1486520.067,6389477.064,-21.167,-32.339,1486532.297,6389477.659,390.055,-21.177,-32.290
159,1486498.803,6389444.401,-21.366,-32.963,1486511.147,6389445.206,390.394,-21.354,-32.991
160,1486477.270,6389411.325,-21.702,-33.166,1486489.718,6389412.323,390.533,-21.728,-33.155
161,1486455.523,6389378.059,-21.795,-33.341,1486468.048,6389379.155,390.648,-21.807,-33.372
162,1486433.729,6389344.842,-21.796,-33.070,1486446.192,6389345.929,390.930,-21.816,-33.063
163,1486412.026,6389311.927,-21.612,-32.736,1486424.373,6389312.791,390.451,-21.621,-32.723
164,1486390.541,6389279.354,-21.362,-32.386,1486402.721,6389279.965,392.096,-21.363,-32.348
165,1486369.303,6389247.012,-21.115,-32.274,1486381.459,6389247.601,392.144,-21.100,-32.249
166,1486348.225,6389214.725,-21.044,-32.278,1486360.347,6389215.464,391.514,-21.043,-32.247
167,1486327.203,6389182.350,-21.004,-32.449,1486339.251,6389183.243,392.216,-20.985,-32.414
168,1486306.116,6389149.702,-21.173,-32.823,1486318.082,6389150.878,390.766,-21.165,-32.878
169,1486284.809,6389117.029,-21.443,-32.500,1486296.764,6389118.283,391.712,-21.491,-32.483
170,1486263.463,6389084.662,-21.252,-32.212,1486275.354,6389085.633,391.926,-21.234,-32.197
171,1486242.208,6389052.579,-21.260,-31.931,1486254.036,6389053.297,391.594,-21.296,-31.914
172,1486221.115,6389020.765,-20.928,-31.674,1486232.941,6389021.391,392.359,-20.912,-31.647
173,1486200.263,6388989.145,-20.778,-31.542,1486212.142,6388989.800,392.176,-20.772,-31.512
174,1486179.519,6388957.575,-20.713,-31.574,1486191.512,6388958.268,394.012,-20.729,-31.555
175,1486158.915,6388925.945,-20.499,-31.662,1486170.825,6388926.677,393.101,-20.463,-31.617
176,1486138.337,6388894.077,-20.659,-32.051,1486150.101,6388894.973,393.550,-20.661,-32.044
177,1486117.596,6388861.856,-20.824,-32.367,1486129.321,6388863.011,393.478,-20.825,-32.405
178,1486096.683,6388829.579,-21.005,-32.164,1486108.375,6388830.819,394.160,-21.032,-32.138
179,1486075.717,6388797.442,-20.931,-32.086,1486087.353,6388798.713,394.305,-20.937,-32.084
180,1486054.848,6388765.444,-20.809,-31.887,1486066.444,6388766.751,393.292,-20.814,-31.871
181,1486034.119,6388733.635,-20.654,-31.707,1486045.646,6388734.962,394.547,-20.637,-31.691
182,1486013.452,6388701.994,-20.682,-31.552,1486024.941,6388703.458,393.699,-20.693,-31.515
183,1485992.805,6388670.394,-20.615,-31.624,1486004.235,6388672.040,394.253,-20.587,-31.600
184,1485972.078,6388638.671,-20.844,-31.798,1485983.530,6388640.423,394.167,-20.864,-31.804
185,1485951.212,6388606.874,-20.890,-31.774,1485962.731,6388608.605,394.208,-20.912,-31.782
186,1485930.403,6388575.215,-20.732,-31.519,1485941.822,6388576.816,394.136,-20.722,-31.504
187,1485909.688,6388543.807,-20.700,-31.274,1485921.024,6388545.198,394.888,-20.705,-31.278
188,1485889.021,6388512.736,-20.636,-30.845,1485900.411,6388513.868,395.510,-20.675,-30.807
189,1485868.604,6388481.974,-20.201,-30.656,1485880.021,6388482.910,395.020,-20.179,-30.645
190,1485848.502,6388451.420,-20.007,-30.429,1485859.854,6388452.353,396.136,-20.005,-30.422
191,1485828.576,6388421.128,-19.848,-30.130,1485839.834,6388422.027,396.153,-19.858,-30.084
192,1485808.852,6388390.978,-19.603,-30.147,1485819.964,6388391.844,396.599,-19.581,-30.125
193,1485789.254,6388360.772,-19.596,-30.242,1485800.224,6388361.688,396.497,-19.614,-30.267
194,1485769.747,6388330.664,-19.421,-29.950,1485780.650,6388331.534,396.656,-19.413,-29.930
195,1485750.365,6388300.818,-19.347,-29.718,1485761.187,6388301.522,397.309,-19.348,-29.747
196,1485731.054,6388271.425,-19.279,-29.046,1485741.929,6388271.769,396.982,-19.242,-29.025
197,1485711.618,6388242.665,-19.595,-28.450,1485722.615,6388242.618,398.181,-19.625,-28.439
198,1485692.011,6388214.520,-19.623,-27.816,1485703.005,6388214.298,397.781,-19.693,-27.796
199,1485672.720,6388186.982,-18.962,-27.238,1485683.431,6388186.638,397.638,-18.943,-27.226
200,1485653.982,6388160.030,-18.515,-26.643,1485664.377,6388159.551,397.662,-18.546,-26.622
201,1485635.835,6388133.643,-17.782,-26.107,1485645.916,6388133.009,398.763,-17.769,-26.068
202,1485618.348,6388107.669,-17.196,-25.818,1485628.031,6388106.925,399.538,-17.173,-25.838
203,1485601.320,6388082.154,-16.862,-25.189,1485610.721,6388081.158,399.465,-16.873,-25.155
204,1485584.672,6388057.167,-16.438,-24.761,1485593.782,6388055.877,399.591,-16.454,-24.777
205,1485568.514,6388032.757,-15.880,-24.034,1485577.270,6388031.169,400.156,-15.928,-24.083
206,1485553.146,6388009.387,-14.859,-22.682,1485561.351,6388007.121,400.477,-14.879,-22.733
207,1485538.890,6387987.691,-13.656,-20.686,1485546.323,6387984.361,399.924,-13.646,-20.659
208,1485525.779,6387967.924,-12.567,-18.825,1485532.612,6387963.667,400.843,-12.496,-18.808
209,1485513.392,6387950.004,-12.211,-16.990,1485520.032,6387944.750,401.180,-12.113,-17.021
210,1485500.861,6387934.145,-12.852,-14.705,1485507.973,6387927.810,401.187,-12.791,-14.670
211,1485487.377,6387920.468,-14.121,-12.627,1485495.171,6387913.050,401.805,-14.132,-12.632
212,1485472.673,6387908.963,-15.288,-10.358,1485481.126,6387900.495,401.245,-15.280,-10.351
213,1485456.750,6387899.766,-16.561,-8.014,1485465.745,6387890.091,400.617,-16.570,-8.027
214,1485439.594,6387893.050,-17.755,-5.394,1485449.011,6387882.036,401.391,-17.802,-5.376
215,1485421.473,6387888.935,-18.490,-2.814,1485431.107,6387876.532,402.412,-18.574,-2.800
216,1485403.032,6387887.404,-18.394,-0.225,1485412.628,6387873.839,401.687,-18.434,-0.158
217,1485384.880,6387888.197,-17.914,1.834,1485394.149,6387873.552,401.990,-17.957,1.851
218,1485367.417,6387891.035,-17.014,3.866,1485376.338,6387875.559,402.752,-17.029,4.059
219,1485350.923,6387895.009,-15.978,4.105,1485359.473,6387879.571,402.227,-15.934,4.341
220,1485335.239,6387898.110,-15.392,2.121,1485343.499,6387883.957,402.322,-15.419,2.341
221,1485320.267,6387898.197,-14.554,-1.925,1485328.099,6387886.364,401.504,-14.678,-1.839
222,1485306.743,6387893.877,-12.497,-6.692,1485313.572,6387884.529,402.289,-12.490,-6.711
223,1485295.231,6387884.957,-10.530,-11.124,1485301.048,6387877.822,401.715,-10.499,-11.182
224,1485285.526,6387871.964,-8.883,-14.839,1485290.659,6387866.616,401.312,-8.762,-14.960
225,1485276.858,6387855.926,-8.456,-17.212,1485281.939,6387851.768,401.543,-8.381,-17.291
226,1485268.238,6387837.981,-8.788,-18.656,1485273.608,6387834.543,401.017,-8.743,-18.602
227,1485259.052,6387818.389,-9.587,-20.503,1485264.777,6387815.654,401.407,-9.642,-20.556
228,1485249.331,6387797.291,-9.857,-21.672,1485255.240,6387795.275,400.764,-9.855,-21.737
229,1485239.323,6387775.419,-10.163,-22.049,1485245.259,6387773.579,400.714,-10.182,-22.039
230,1485229.097,6387753.188,-10.291,-22.388,1485235.129,6387751.451,400.008,-10.291,-22.371
231,1485218.740,6387730.604,-10.427,-22.757,1485224.888,6387729.124,399.159,-10.432,-22.755
232,1485208.267,6387707.713,-10.522,-23.002,1485214.424,6387706.394,398.900,-10.521,-23.010
233,1485197.682,6387684.686,-10.650,-23.029,1485203.793,6387683.379,398.434,-10.670,-23.070
234,1485187.060,6387661.907,-10.597,-22.506,1485193.106,6387660.306,398.509,-10.690,-22.565
235,1485176.948,6387640.016,-9.629,-21.253,1485182.548,6387637.577,398.395,-9.719,-21.381
236,1485168.244,6387620.085,-7.782,-18.584,1485172.902,6387616.454,397.265,-7.811,-18.581
237,1485161.525,6387602.880,-5.659,-15.804,1485165.350,6387597.967,397.803,-5.544,-15.782
238,1485156.347,6387588.418,-4.700,-13.098,1485159.599,6387582.232,398.201,-4.676,-13.066
239,1485152.003,6387576.569,-3.992,-10.576,1485155.053,6387569.076,397.433,-3.854,-10.485
240,1485147.672,6387566.856,-4.672,-8.828,1485151.268,6387558.672,396.890,-4.578,-8.776
241,1485142.182,6387558.703,-6.311,-7.454,1485146.704,6387549.872,397.723,-6.243,-7.397
242,1485134.704,6387551.711,-8.648,-6.509,1485140.489,6387542.278,397.375,-8.582,-6.531
243,1485124.548,6387545.844,-11.665,-5.201,1485131.769,6387535.800,396.592,-11.663,-5.173
244,1485111.357,6387541.215,-14.720,-4.034,1485119.895,6387530.698,396.001,-14.772,-3.927
245,1485095.368,6387537.288,-17.261,-3.797,1485105.070,6387526.829,396.701,-17.310,-3.739
246,1485077.073,6387533.380,-19.332,-3.997,1485087.649,6387523.131,396.203,-19.420,-3.946
247,1485057.140,6387529.083,-20.536,-4.573,1485068.279,6387519.033,395.518,-20.524,-4.561
248,1485035.936,6387524.221,-21.874,-5.128,1485047.926,6387514.591,395.643,-21.827,-5.142
249,1485013.150,6387518.940,-23.701,-5.411,1485026.108,6387509.403,394.666,-23.735,-5.314
250,1484988.698,6387512.956,-25.205,-6.534,1485002.434,6387503.930,394.588,-25.214,-6.690
251,1484962.779,6387506.697,-26.633,-5.962,1484977.331,6387497.164,394.040,-26.653,-5.860
252,1484935.525,6387500.565,-27.877,-6.279,1484950.763,6387491.261,393.066,-27.802,-6.274
253,1484906.647,6387494.163,-29.881,-6.503,1484922.896,6387485.070,392.973,-29.873,-6.494
254,1484875.720,6387487.554,-31.976,-6.694,1484892.970,6387478.621,391.806,-32.113,-6.684
255,1484843.374,6387480.771,-32.718,-6.851,1484860.817,6387471.828,391.010,-32.759,-6.825
256,1484810.485,6387473.770,-33.061,-7.130,1484827.885,6387465.036,390.283,-33.142,-7.060
257,1484777.653,6387466.201,-32.606,-7.985,1484794.897,6387458.014,389.959,-32.507,-8.099
258,1484744.778,6387458.412,-33.145,-7.573,1484762.317,6387449.702,388.325,-33.218,-7.723
259,1484711.723,6387451.852,-32.967,-5.526,1484729.144,6387441.906,388.504,-32.841,-5.262
260,1484678.206,6387446.080,-34.067,-5.995,1484696.231,6387436.605,388.255,-33.971,-5.884
261,1484643.103,6387439.347,-36.141,-7.450,1484662.352,6387430.643,386.963,-36.427,-7.621
262,1484607.354,6387432.075,-35.359,-7.074,1484625.859,6387423.076,385.955,-35.283,-6.997
263,1484572.001,6387424.857,-35.348,-7.341,1484590.626,6387416.168,386.528,-35.373,-7.361
264,1484536.780,6387417.539,-35.096,-7.274,1484555.134,6387408.774,386.316,-35.039,-7.335
265,1484501.521,6387410.658,-35.423,-6.468,1484520.142,6387401.524,384.970,-35.472,-6.402
266,1484466.172,6387404.314,-35.275,-6.200,1484484.706,6387395.132,384.704,-35.163,-5.985
267,1484430.407,6387397.228,-36.257,-7.951,1484449.362,6387389.084,384.806,-36.432,-8.297
268,1484394.532,6387390.185,-35.495,-6.114,1484413.052,6387380.802,385.105,-35.336,-5.756
269,1484358.617,6387383.251,-36.336,-7.733,1484377.709,6387374.869,384.364,-36.316,-7.928
270,1484321.757,6387375.736,-37.386,-7.276,1484341.140,6387367.015,382.542,-37.611,-7.396
271,1484284.971,6387369.345,-36.188,-5.487,1484303.644,6387359.650,383.049,-35.879,-5.093
272,1484247.835,6387362.836,-38.086,-7.510,1484267.669,6387354.605,381.053,-37.984,-7.508
273,1484208.289,6387354.359,-41.008,-9.423,1484229.803,6387347.038,380.915,-41.568,-9.658
274,1484168.618,6387345.210,-38.337,-8.856,1484188.336,6387337.236,380.579,-38.087,-8.883
275,1484130.363,6387336.823,-38.174,-7.897,1484150.079,6387328.324,379.717,-38.095,-7.724
276,1484091.875,6387328.593,-38.804,-8.543,1484111.804,6387320.556,379.580,-38.895,-8.527
277,1484053.205,6387319.700,-38.536,-9.223,1484073.027,6387312.073,379.090,-38.537,-9.191
278,1484014.804,6387310.026,-38.268,-10.103,1484034.381,6387302.988,377.331,-38.222,-10.045
279,1483976.438,6387299.242,-38.465,-11.444,1483996.143,6387293.100,377.313,-38.464,-11.439
280,1483937.866,6387287.153,-38.681,-12.715,1483957.552,6387281.778,377.059,-38.809,-12.668
281,1483899.716,6387273.620,-37.620,-14.332,1483918.794,6387269.139,375.492,-37.542,-14.325
282,1483862.235,6387258.495,-37.342,-15.897,1483881.187,6387254.753,374.188,-37.385,-15.881
